order,Term,Probability
206,elevated,0.0005655132701058019
207,elevation,0.00132157725580145
208,emerged,0.0006703664416402068
209,emotional,0.00046507055142882875
210,employed,0.0006734900636120936
211,employment,0.0006703664416402068
212,encouraging,0.0004211414412749066
213,end,0.0004944980485257146
214,endogenous,0.0004944980485257146
215,endproducts,0.0009889960970514292
216,energy,0.00023253527571441438
217,engaged,0.0006734900636120936
218,english,0.0006703664416402068
219,enter,0.0004211414412749066
220,entry,0.0004211414412749066
221,eosinophil,0.0022620530804232076
222,eosinophilia,0.0011310265402116038
223,epidemiologic,0.0007402891607303691
224,esoteric,0.0013469801272241871
225,especially,0.0007402891607303691
226,esrage,0.0014834941455771438
227,established,0.0012219504699189628
228,estimate,0.0005794747432272374
229,estimated,0.0005794747432272374
230,ethiopian,0.0007402891607303691
231,ethnicity,0.00044772558514819997
232,evaluated,0.0008282289961969375
233,evaluation,0.0020047165315012832
234,event,0.0004211414412749066
235,evidence,0.00044772558514819997
236,examine,0.0009341676637756899
237,examined,0.0007964101413943955
238,expanding,0.0006703664416402068
239,experienced,0.0013842827840108286
240,explored,0.0004944980485257146
241,exposure,0.0012374743666930701
242,expressed,0.0005655132701058019
243,expression,0.0005655132701058019
244,faced,0.0005639339842021072
245,factor,0.0036360553380520026
246,failure,0.0005639339842021072
247,family,0.003550982087741552
248,faster,0.0010899850421903624
249,fat,0.00046507055142882875
250,fcepsilonri,0.0011310265402116038
251,feeling,0.0005639339842021072
252,female,0.0010209152766636504
253,finding,0.0023030671422609936
254,first,0.0028606948322918682
255,fistula,0.00048326859788383377
256,five,0.0011278679684042143
257,fluid,0.0021624774282663606
258,focus,0.002076382175202381
259,form,0.0004944980485257146
260,former,0.0019496461639849812
261,formulating,0.0004211414412749066
262,found,0.00048326859788383377
263,free,0.00023253527571441438
264,frequency,0.0011278679684042143
265,frequent,0.00048326859788383377
266,frequently,0.0005639339842021072
267,fsh,0.00023253527571441438
268,fumarate,0.0019496461639849812
269,function,0.003010108641655038
270,furthermore,0.0006311776625333088
271,gain,0.0007001086706668978
272,gay,0.002020470190836281
273,gender,0.0009828200056837516
274,generalized,0.0005639339842021072
275,genotype,0.0016494612712286312
276,gleaned,0.0005639339842021072
277,glycation,0.0024724902426285725
278,good,0.0005639339842021072
279,government,0.0006703664416402068
280,graft,0.00386614878307067
281,greater,0.00046507055142882875
282,greatest,0.0007402891607303691
283,group,0.0051369150780672165
284,guide,0.0006703664416402068
285,guideline,0.0010257971382719644
286,haart,0.0022557359368084286
287,harm,0.0006734900636120936
288,hcv,0.011834066138190377
289,hdl,0.0029669882911542876
290,hdlox,0.0024724902426285725
291,health,0.003299592399049714
292,heavy,0.0005655132701058019
293,hemodialysis,0.00048326859788383377
294,hepatitis,0.0018583699505008721
295,heroin,0.0011812704379298477
296,heterosexual,0.0004211414412749066
297,high,0.0005655132701058019
298,higher,0.002315649601822019
299,highly,0.0009928014244828048
300,history,0.001933074391535335
301,hiv,0.009562524991972646
302,homosexual,0.0004211414412749066
303,hospitalized,0.0007402891607303691
304,host,0.0005655132701058019
305,however,0.002546705451601973
306,human,0.004783392112794818
307,hundred,0.00048326859788383377
308,hunger,0.0005639339842021072
309,hydroperoxide,0.0004944980485257146
310,hypogonadism,0.00023253527571441438
311,hypothesis,0.00044772558514819997
312,identified,0.002158579048769896
313,idu,0.0004211414412749066
314,idus,0.0017384242296817124
315,ige,0.0011310265402116038
316,ii,0.00023253527571441438
317,immigrant,0.0007402891607303691
318,immune,0.0012375247516175937
319,immunity,0.0011310265402116038
320,immunodeficiency,0.004657110509496944
321,immunoglobulin,0.0005655132701058019
322,immunophenotypic,0.0006311776625333088
323,impact,0.0019592688740376852
324,impaired,0.0004944980485257146
325,implicate,0.0005655132701058019
326,implication,0.0008423402022849165
327,important,0.0010863571836851236
328,improve,0.0004211414412749066
329,improved,0.00023253527571441438
330,improvement,0.00023253527571441438
331,include,0.0005639339842021072
332,included,0.0013045347820622567
333,including,0.0025452122997869702
334,increase,0.0019974281270417815
335,increased,0.0022331880213168334
336,increasing,0.0005639339842021072
337,increment,0.00023253527571441438
338,independent,0.0006311776625333088
339,independently,0.0004944980485257146
340,index,0.0006311776625333088
341,indicated,0.0014805783214607382
342,individual,0.0065440872255803405
343,infected,0.00217882069885952
344,infection,0.00622675941998222
345,infectious,0.0007402891607303691
346,infiltrate,0.0010257971382719644
347,inflammatory,0.0020515942765439287
348,influence,0.0009796153212392879
349,informant,0.0006703664416402068
350,information,0.0005639339842021072
351,inject,0.0006734900636120936
352,injected,0.0013469801272241871
353,injecting,0.004017232905451812
354,injection,0.002059734524496932
355,institution,0.0005639339842021072
356,intense,0.0005655132701058019
357,interaction,0.0005639339842021072
358,intercourse,0.0008954511702963999
359,interval,0.0011573050580679747
360,intervention,0.0004211414412749066
361,interview,0.0013296922943371388
362,intravenous,0.00048326859788383377
363,introduced,0.00044772558514819997
364,introduction,0.00044772558514819997
365,inventory,0.0008423402022849165
366,inverse,0.0009889960970514292
367,investigated,0.0012832246792966664
368,investigation,0.0005655132701058019
369,involvement,0.0010257971382719644
370,island,0.0011278679684042143
371,isolated,0.0006311776625333088
372,issue,0.0006703664416402068
373,ivda,0.001933074391535335
374,ivdu,0.0019496461639849812
375,kenyan,0.0005655132701058019
376,key,0.0006703664416402068
377,kg,0.0009301411028576575
378,killer,0.0010899850421903624
379,kismayo,0.0007402891607303691
380,known,0.0010849689672023499
381,laboratory,0.0006311776625333088
382,larger,0.0005639339842021072
383,late,0.004632555854023972
384,lavage,0.0006311776625333088
385,le,0.0020501358428243167
386,lead,0.0015834803359690314
387,lean,0.001860282205715315
388,least,0.00132157725580145
389,leprosy,0.0007402891607303691
390,level,0.003610210285364301
391,lh,0.00023253527571441438
392,life,0.00046507055142882875
393,likely,0.0026647752418755884
394,limitation,0.00046507055142882875
395,limited,0.0005639339842021072
396,linked,0.0006703664416402068
397,lipid,0.0006390734203824028
398,lipoprotein,0.0004944980485257146
399,little,0.0015473758992033083
400,liver,0.0010899850421903624
401,living,0.0021386702689955824
402,load,0.0016494612712286312
403,logistic,0.0004211414412749066
404,long,0.0011278679684042143
405,longitudinal,0.0009317661741983097
406,loss,0.00023253527571441438
407,low,0.002214996492438482
408,lymphotropic,0.0007402891607303691
409,macrophage,0.0006311776625333088
410,maintaining,0.0006703664416402068
411,major,0.0011306652290899194
412,majority,0.0006311776625333088
413,maker,0.0006703664416402068
414,male,0.002154627416715201
415,mandarin,0.0006703664416402068
416,mansoni,0.0011310265402116038
417,many,0.000865896377105156
418,marker,0.00023253527571441438
419,mass,0.0027904233085729725
420,may,0.0020869245530090058
421,mean,0.0010683924846547862
422,meaningful,0.00023253527571441438
423,measure,0.0012219504699189628
424,measured,0.00023253527571441438
425,measurement,0.0004944980485257146
426,median,0.00132157725580145
427,medical,0.00048326859788383377
428,medication,0.0022557359368084286
429,member,0.0028105521566067476
430,men,0.004862667656308025
431,mental,0.0013407328832804135
432,merka,0.0007402891607303691
433,methamphetamine,0.0006734900636120936
434,method,0.0010849689672023499
435,metropolitan,0.00048326859788383377
436,mg,0.0019181708871752906
437,mineral,0.0012219504699189628
438,mo,0.0012623553250666177
439,mode,0.00044772558514819997
440,model,0.0008422828825498131
441,moderately,0.00023253527571441438
442,modification,0.0004944980485257146
443,modulate,0.0010899850421903624
444,mogadishu,0.0007402891607303691
445,molecule,0.0005655132701058019
446,monoinfected,0.0016494612712286312
447,month,0.0024542564381417496
448,morbidity,0.000930377957715536
449,moreover,0.0005655132701058019
450,morphologic,0.0006311776625333088
451,mortality,0.004206317893092612
452,mr,0.0005794747432272374
453,mrr,0.0011589494864544748
454,multicenter,0.0006311776625333088
455,multifactorial,0.00023253527571441438
456,multivariable,0.0004211414412749066
457,multivariate,0.0009796153212392879
458,muscle,0.00331828035788377
459,myopathy,0.0010257971382719644
460,myositis,0.0010257971382719644
461,nationwide,0.0005794747432272374
462,natural,0.002179970084380725
463,need,0.0010877146787275289
464,needed,0.0005745918397720227
465,negative,0.0005794747432272374
466,negligible,0.0006311776625333088
467,neurocognitive,0.0021624774282663606
468,neutrophil,0.0006311776625333088
469,new,0.0008892642464814327
470,news,0.0005639339842021072
471,nk,0.0032699551265710875
472,none,0.0007402891607303691
473,nongenital,0.00023253527571441438
474,normative,0.0008423402022849165
475,noted,0.0004944980485257146
476,number,0.0026342778730836748
477,ny,0.0005639339842021072
478,objective,0.0015698197709104642
479,observation,0.0005794747432272374
480,observational,0.0008423402022849165
481,obtained,0.0006311776625333088
482,occasional,0.0013431767554445998
483,occlusion,0.00048326859788383377
484,occupational,0.0005655132701058019
485,occurred,0.0009796153212392879
486,occurrence,0.00023253527571441438
487,odds,0.0011573050580679747
488,older,0.0004211414412749066
489,one,0.0017841327462115317
490,operation,0.00048326859788383377
491,opiate,0.0019496461639849812
492,opportunistic,0.0006311776625333088
493,opposed,0.00048326859788383377
494,optimal,0.0017909023405927999
495,optimizing,0.0006703664416402068
496,order,0.0005639339842021072
497,osteoporosis,0.0012219504699189628
498,others,0.0011478203240412991
499,outcome,0.0006390734203824028
500,outpatient,0.0007402891607303691
501,overall,0.002519114787060219
502,owing,0.0021624774282663606
503,oxidation,0.0009889960970514292
504,pallidum,0.0007402891607303691
505,parent,0.001684680404569833
506,participant,0.0004944980485257146
507,participating,0.0006734900636120936
508,particularly,0.0017333395529268497
509,partly,0.0006703664416402068
510,partner,0.0022386279257409995
511,party,0.0006734900636120936
512,patch,0.0009301411028576575
513,patency,0.00048326859788383377
514,pathogen,0.0006311776625333088
515,pathogenesis,0.00023253527571441438
516,patient,0.014479919099675944
517,people,0.0015076455886398647
518,percent,0.00048326859788383377
519,percentage,0.0015490044674877593
520,performed,0.00048326859788383377
521,perhaps,0.0021624774282663606
522,period,0.00048326859788383377
523,periodic,0.0006734900636120936
524,peripheral,0.001606724473527151
525,persistent,0.0021624774282663606
526,person,0.0020848471261855146
527,pharmacy,0.0005639339842021072
528,phenotype,0.0010899850421903624
529,physical,0.0008423402022849165
530,physiological,0.0005639339842021072
531,picture,0.0010257971382719644
532,placebo,0.0016277469300009005
533,plasma,0.0008434754870492849
534,play,0.0011278679684042143
535,point,0.00023253527571441438
536,policy,0.0013296922943371388
537,polymorphism,0.0016494612712286312
538,polytetrafluoroethylene,0.00048326859788383377
539,pool,0.0010899850421903624
540,poor,0.0006311776625333088
541,population,0.0018450353553769712
542,positive,0.002774112772001487
543,possible,0.00023253527571441438
544,potent,0.00044772558514819997
545,potential,0.0016587814571267896
546,practice,0.002516454155317344
547,preceding,0.0008954511702963999
548,predict,0.0004944980485257146
549,predicting,0.0006311776625333088
550,predictive,0.0006311776625333088
551,predictor,0.0006311776625333088
552,preexisting,0.0005639339842021072
553,presence,0.002011321039005403
554,present,0.0004944980485257146
555,presentation,0.0016845657650996263
556,presented,0.0010257971382719644
557,presenter,0.0021057072063745325
558,prevalence,0.002629771905298664
559,prevalent,0.0008954511702963999
560,previous,0.0022751941778829587
561,primary,0.0011946470211208096
562,prior,0.0010257971382719644
563,proactive,0.0005639339842021072
564,probability,0.0005794747432272374
565,problem,0.00046507055142882875
566,procedure,0.0014498057936515015
567,produce,0.00023253527571441438
568,product,0.0004944980485257146
569,prognosis,0.0006311776625333088
570,prognostic,0.0006311776625333088
571,program,0.0006703664416402068
572,progression,0.0013927848897164945
573,promotes,0.0016494612712286312
574,proportion,0.0010899850421903624
575,prospective,0.0004944980485257146
576,prostitute,0.0022208674821911074
577,protection,0.0005655132701058019
578,protective,0.0005655132701058019
579,provide,0.0005639339842021072
580,provider,0.0006703664416402068
581,proximal,0.0010257971382719644
582,psychological,0.001684680404569833
583,psychosocial,0.0005639339842021072
584,ptfe,0.0024163429894191687
585,public,0.0004211414412749066
586,pwas,0.0008423402022849165
587,pwh,0.0014834941455771438
588,pyr,0.0011589494864544748
589,qoryoley,0.0007402891607303691
590,qualitative,0.0010849689672023499
591,quality,0.00046507055142882875
592,quantifiable,0.0005655132701058019
593,question,0.0006703664416402068
594,questionnaire,0.0013431767554445998
595,random,0.0004211414412749066
596,randomly,0.00023253527571441438
597,range,0.0006311776625333088
598,rapidly,0.0006703664416402068
599,rash,0.0010257971382719644
600,rate,0.0023851155531457637
601,ratio,0.0015039137938622745
602,received,0.00044772558514819997
603,receiving,0.0022704185318392655
604,receptor,0.0014834941455771438
605,reconstruction,0.0009665371957676675
606,red,0.0009301411028576575
607,reduce,0.0004211414412749066
608,reduced,0.0004944980485257146
609,reduction,0.0007964101413943955
610,refill,0.0005639339842021072
611,regimen,0.0033147864812880317
612,regional,0.0004211414412749066
613,registered,0.00044772558514819997
614,regression,0.0008795569421637232
615,rehabilitation,0.0007402891607303691
616,reinfection,0.002827566350529009
617,related,0.0006703664416402068
618,relationship,0.0013664375279138301
619,release,0.00023253527571441438
620,relevant,0.0010899850421903624
621,reliability,0.0005639339842021072
622,remain,0.0023979455800079135
623,replacement,0.00046507055142882875
624,reported,0.003943899409878373
625,reporting,0.00044772558514819997
626,representing,0.0008423402022849165
627,require,0.0006703664416402068
628,requirement,0.0005639339842021072
629,research,0.001647140054192424
630,resistance,0.0019869910654483833
631,resistant,0.0005639339842021072
632,respectively,0.0007637474155865575
633,responded,0.0010257971382719644
634,respondent,0.0006703664416402068
635,responder,0.00132157725580145
636,responsible,0.0006703664416402068
637,result,0.0014805783214607382
638,retrospectively,0.0009894861802377014
639,retroviral,0.0007402891607303691
640,revealed,0.0005655132701058019
641,review,0.00048326859788383377
642,rigid,0.0005639339842021072
643,risk,0.0029352926978537057
644,rna,0.005383054950953732
645,role,0.001927613771154227
646,routine,0.0005639339842021072
647,rural,0.0007402891607303691
648,safe,0.00023253527571441438
649,said,0.00044772558514819997
650,sample,0.0008423402022849165
651,schistosoma,0.0005655132701058019
652,schistosome,0.0016965398103174058
653,school,0.0007402891607303691
654,score,0.00046507055142882875
655,scored,0.0008423402022849165
656,secondary,0.0012399878667608442
657,secretory,0.0004944980485257146
658,seek,0.0004211414412749066
659,selection,0.0005639339842021072
660,sensitive,0.0005639339842021072
661,seroepidemiologic,0.0007402891607303691
662,serum,0.0023606742616820203
663,service,0.00297239127886609
664,seventeen,0.00132157725580145
665,several,0.0004211414412749066
666,severity,0.0005639339842021072
667,sex,0.0017726810021717644
668,sexual,0.00551649343876139
669,sexually,0.0007402891607303691
670,show,0.00132157725580145
671,showed,0.00048326859788383377
672,sibling,0.001684680404569833
673,side,0.0005639339842021072
674,significant,0.0012528337218404937
675,significantly,0.0015238195043938796
676,situation,0.0004211414412749066
677,six,0.0010257971382719644
678,skin,0.0010257971382719644
679,sleep,0.0005639339842021072
680,snp,0.0016494612712286312
681,social,0.0008423402022849165
682,soluble,0.0004944980485257146
683,somali,0.0007402891607303691
684,sought,0.0005655132701058019
685,southern,0.0007402891607303691
686,southwestern,0.0006703664416402068
687,speculated,0.00023253527571441438
688,spontaneous,0.0019592688740376852
689,srage,0.0019779921941028584
690,stable,0.0008954511702963999
691,stage,0.0004211414412749066
692,starting,0.00132157725580145
693,status,0.0019320055417660629
694,std,0.0022208674821911074
695,steroid,0.0010257971382719644
696,stigma,0.0013407328832804135
697,strain,0.0005639339842021072
698,strength,0.00023253527571441438
699,stress,0.0005639339842021072
700,strong,0.0006734900636120936
701,study,0.004965627931552942
702,subcategory,0.00023253527571441438
703,subject,0.002447883114675545
704,subset,0.001175101284850325
705,success,0.0005639339842021072
706,suggest,0.00105190964700497
707,suggested,0.001552416889519551
708,suggests,0.0006734900636120936
709,supplementation,0.00023253527571441438
710,support,0.0006703664416402068
711,supporting,0.0005639339842021072
712,suppression,0.002069937173925684
713,surgery,0.00048326859788383377
714,survey,0.0017894982041215864
715,survival,0.0010641819955807636
716,susceptibility,0.0011310265402116038
717,susceptible,0.0005655132701058019
718,sustained,0.00132157725580145
719,swiss,0.00044772558514819997
720,sydney,0.0006734900636120936
721,symptom,0.003070890782838627
722,syndrome,0.0011652304258519114
723,system,0.00023253527571441438
724,taking,0.0008892642464814327
725,targeted,0.0004211414412749066
726,tenofovir,0.0019496461639849812
727,test,0.0016845657650996263
728,testing,0.0004211414412749066
729,testosterone,0.003255493860001801
730,therapy,0.0077929401853821904
731,therefore,0.0006390734203824028
732,thirst,0.0005639339842021072
733,thrombosis,0.0009665371957676675
734,thus,0.0005655132701058019
735,time,0.00044772558514819997
736,tissue,0.00023253527571441438
737,tolerability,0.0019496461639849812
738,total,0.0013407458497023124
739,town,0.0007402891607303691
740,transdermal,0.00023253527571441438
741,translated,0.0006703664416402068
742,transmission,0.0016581827905600816
743,transmitted,0.0007402891607303691
744,treatment,0.005845805760766274
745,treponema,0.0007402891607303691
746,treponemal,0.0007402891607303691
747,trial,0.0004944980485257146
748,truncated,0.00048326859788383377
749,tuberculosis,0.0007402891607303691
750,two,0.0008336046280508716
751,type,0.0021631285498955816
752,unclear,0.0004944980485257146
753,undergoing,0.00048326859788383377
754,understand,0.0006703664416402068
755,understanding,0.0005639339842021072
756,underwent,0.0009796153212392879
757,undetectable,0.00132157725580145
758,uninfected,0.0009889960970514292
759,univariate,0.0006311776625333088
760,unknown,0.0009341676637756899
761,unsafe,0.0022386279257409995
762,urban,0.0007402891607303691
763,use,0.002517621869828812
764,used,0.0020198746544525283
765,user,0.0026307221549753197
766,using,0.0006703664416402068
767,utility,0.0006311776625333088
768,utilized,0.0009594521363074748
769,versus,0.0008594718484326274
770,viral,0.0031761099489153915
771,virus,0.005228959792738182
772,vocational,0.0006703664416402068
773,washer,0.0022620530804232076
774,weakness,0.0010257971382719644
775,week,0.003919731263647521
776,weight,0.0006976058271432431
777,well,0.002524014871889551
778,western,0.0007402891607303691
779,whereas,0.00023253527571441438
780,whether,0.000713769235725465
781,within,0.001747059058121571
782,without,0.0019758045528714898
783,woman,0.0006703664416402068
784,word,0.00048326859788383377
785,would,0.00044772558514819997
786,year,0.0027395232694026666
787,yearly,0.0004944980485257146
788,york,0.0005639339842021072
789,younger,0.0004211414412749066
790,yr,0.0007592168931890631
791,δesrage,0.0004944980485257146
792,δhdlox,0.0009889960970514292
793,δrage,0.0004944980485257146
