Doc No.,Order,Label,BM25 Score,Title,Abstract
Doc No.11,8267,negative/unlabeled,20.595652,Position of the American Dietetic Association:  Nutrition Intervention and Human Immunodeficiency Virus Infection.,"It is the position of the American Dietetic Association that efforts to optimize nutritional status through individualized medical nutrition therapy, assurance of food and nutrition security, and nutrition education are essential to the total system of health care available to people with human immunodeficiency virus (HIV) infection throughout the continuum of care. Broad-based efforts to improve health care access and treatment have stabilized HIV prevalence levels in many parts of the world and led to longer survival for people living with HIV infection. Confounding clinical and social issues, such as medication interactions, comorbidities, wasting, lipodystrophy, food insecurity, aging, and other related conditions further complicate disease management. With greater understanding of the mechanisms of HIV disease and its impact on body function, development of new treatments, and wider ranges of populations affected, the management of chronic HIV infection continues to become more complex and demanding. Achievement of food and nutrition security and management of nutrition-related complications of HIV infection remain significant challenges for clients with HIV infection and health care professionals. Registered dietitians and dietetic technicians, registered, should integrate their efforts into the overall health care strategies to optimize their clinical and social influence for people living with HIV infection."
Doc No.12,7265,negative/unlabeled,19.974298,"Psychological distress, drug use, sexual risks and medication adherence among young HIV-positive Black men who have sex with men: exposure to community violence matters.","In the USA, Black males are disproportionately affected by community violence and HIV. The aim of this study was to assess whether exposures to community violence are related to psychological distress, drug use, sexual risk behaviors, and medication adherence among a sample of HIV-positive young Black men who had sex with men (YBMSM). Data are from 98 YBMSM ages 18-29 years recruited from Chicago who completed measures on demographics, exposures to community violence, psychological distress, drug use, condomless anal intercourse, and medication adherence. Rates of exposure to community violence were high and youth reported victimization and witnessing numerous types of violence in their lifetime. In adjusted logistic regression analyses, models indicate that YBMSM reporting higher levels of exposure to community violence had significantly higher rates of condomless anal intercourse in the previous 6 months (AOR: 5.33, 95%CI: 1.38-20.55). Additionally, exposure to community violence was positively associated with psychological distress, hard drug use, and use of marijuana as a sex drug. Adherence to HIV antiretroviral medication was negatively associated with community violence (AOR: 0.36, 95%CI: 0.13-0.97). Rates of exposure to community violence are especially high in urban communities. Overall findings suggest that treatment, intervention, and programmatic approaches that include initiatives to address exposure to community violence might correlate with better health-related outcomes for HIV-positive YBMSM."
Doc No.13,7457,negative/unlabeled,19.420208,A subset of functional effector-memory CD8+ T lymphocytes in human immunodeficiency virus-infected patients.,"CD8(+) T cells provide protective immune responses via both cytolytic and non-cytolytic mechanisms in subjects infected with human immunodeficiency virus (HIV). In the present study, we investigated the CD28 expression of CD8(+) T cells present in the peripheral blood lymphocyte subset isolated from chronically HIV-infected subjects. Using flow cytometric analysis, a continuous spectrum of CD28 intensity ranging from negative to high, which could be separated into CD28-negative, intermediate (int) and high, was seen for CD8(+) T cells. Our study focused mostly on the CD28(int) CD8(+) T cells. The CD28(int) CD8(+) T cells are CD57(-) CD27(+) CD45RO(+) CD45RA(-) CCR7(low) CD62L(int). The proliferative capacity of CD28(int) CD8(+) T cells was intermediate between those of CD28(-) CD8(+) T cells and CD28(high) CD8(+) T cells. The CD28(int) CD8(+) T cells are specific for HIV, cytomegalovirus (CMV) and Epstein-Barr virus (EBV) antigens as measured by human leucocyte antigen pentamer binding and produce both intracellular interferon-gamma and tumour necrosis factor-alpha in response to their cognate viral peptides. The CD28(int) CD8(+) T cells have HIV-specific, CMV-specific and EBV-specific cytotoxic activity in response to their cognate viral peptides. These findings indicate that a subset of functional effector-memory CD8(+) T cells specific for HIV, CMV and EBV antigens may contribute to an efficient immune response in HIV-infected subjects."
Doc No.14,3657,negative/unlabeled,18.96219,"Contribution of CD4+, CD8+CD28+, and CD8+CD28- T cells to CD3+ lymphocyte homeostasis during the natural course of HIV-1 infection.","The relationship between the number of circulating CD4+ T cells and the presence of particular CD8+ T cell subsets was analyzed by flow cytometry on PBL from asymptomatic HIV-1-infected patients whose specimens were collected every 2 mo for a total period of 32 mo. Only slight variations were detected in the absolute number of lymphocytes and percentage of CD3+ lymphocytes, whereas both CD4+ and CD8+ T cell subsets showed wide intrapatient variation. Variations in the number of CD8+CD28+ cells paralleled those of the CD4+ T cell subset in each patient tested, while the presence of CD8+CD28- T cells correlated inversely with CD4+ and CD8+CD28+ T cells. These data show that changes in the number of circulating CD4+-and CD8+CD28+ T cells are strongly related to the presence of CD8+CD28- T cells in these patients. Insight into the significance of CD8+CD28- T cell expansion will allow us to understand the mechanisms and significance of the HIV-1- driven change in CD4+CD8+ T cell homeostasis and the basic immunopathology of HIV disease."
Doc No.15,3229,negative/unlabeled,18.780777,Expansion of rare CD8+ CD28- CD11b- T cells with impaired effector functions in HIV-1-infected patients.,"The decline in the number of CD4+ T cells in HIV-1-infected patients is known to be related to the increased number of CD8+CD28- T cells. In this paper, we show that CD8+CD28- T cells from HIV-positive patients have an impaired capability to interact with human endothelial cells. This is due to the dramatic expansion, within this subset, of rare CD11b- cells lacking cell-cell adhesion functions. In 50 HIV-positive patients, 19.5% +/- 6.5% of all T cells were CD8+CD28-CD11b-, whereas only 0.8% +/- 0.4% of all T cells from healthy donors showed this uncommon phenotype. The percentage of circulating CD8+CD28-CD11b- T cells was strongly related to the percentage of CD4+ T cells (r = -0.82). This population is peculiar in terms of HIV infection and was found to possess some characteristics associated with effector functions but its cytotoxic properties were impaired. The percentage of target cells lysed by CD8+CD28-CD11b- was significantly lower than that of cells lysed by its CD11b- counterpart (p <.05) both at low (5:1) or at relatively high (20:1) effector/target ratios. CD8+CD28-CD11b- T cells, which lack the ability to interact with endothelial cells, are likely to accumulate and persist in circulation. The biologic properties of CD8+CD28-CD11b- T cells suggest that these cells might be endstage or aberrant differentiated effector cells. Lack of cell-cell adhesion and impaired cytolytic functions favor the hypothesis of a role for CD8+CD28-CD11b- T cells in the development of immunodeficiency."
Doc No.16,7139,negative/unlabeled,18.583618,Chronic alcohol increases CD8+ T-cell immunosenescence in simian immunodeficiency virus-infected rhesus macaques.,"Activated CD8+ T-cells correlate with viral load and may foretell antiretroviral therapy (ART) failure. HIV infection has been suggested to accelerate immunosenescence through chronic persistent inflammation. Alcohol-use disorders (AUD) are prevalent in persons living with HIV/AIDS (PLWHA). We tested the hypothesis that hazardous alcohol consumption accelerates immune activation and immunosenescence. Immune activation and immunosenescence were examined in CD8+ T lymphocytes (CD3+CD4-CD8+) isolated from intestinal biopsies, axillary lymph nodes, and peripheral blood mononuclear cells (PBMCs) of chronic binge alcohol (CBA)-consuming simian immunodeficiency virus (SIV)-infected male rhesus macaques with and without antiretroviral therapy (ART; CBA/ART+, CBA/ART-) and in PBMCs isolated from a cohort of PLWHA. Polychromatic flow cytometry was used to phenotype cells isolated from intestinal biopsies, lymph nodes, and peripheral blood from rhesus macaques and PLWHA. The Alcohol Use Disorders Identification Test (AUDIT) identified hazardous alcohol drinking in PLWHA. Viral load was determined by RT-qPCR and telomere length was measured using qPCR. PBMC CD8+ T-cell activation (CD38+HLA-DR+) and immunosenescence (CD28-) were increased over baseline levels (857% ± 334, p < 0.05; 398% ± 80, p < 0.05, respectively) only in CBA animals not receiving ART. Viral load correlated with CD8+ T-cell immunosenescence in macaque PBMCs (r(s) = 0.49, p = 0.02). Activated immunosenescent T-cell (CD8+CD38+CD28-) frequencies in PBMCs from PLWHA significantly correlated with AUDIT scores (r(s) = 0.75, p = 0.001), while no correlation was observed with CD4+ T-cell and AUDIT scores (r(s) = -0.24, p = 0.38). Activated immunosenescent T-cells had shorter telomeres than CD8+ T-cells (CD8+CD28+) from PLWHA. Our results suggest that CBA and AUD augment immune activation and immunosenescence in SIV-infected macaques and PLWHA."
Doc No.17,3981,positive/labeled,18.414352,Interest in using mobile technology to help self-manage alcohol use among persons living with the human immunodeficiency virus: A Florida Cohort cross-sectional study.,"Alcohol consumption at hazardous levels is more prevalent and associated with poor health outcomes among persons living with the human immunodeficiency virus (HIV; PLWH). Although PLWH are receptive to using technology to manage health issues, it is unknown whether a cell phone app to self-manage alcohol use would be acceptable among PLWH who drink. The objectives of this study were to determine factors associated with interest in an app to self-manage drinking and to identify differences in baseline mobile technology use among PLWH by drinking level."
Doc No.18,6429,negative/unlabeled,18.295326,Expression of CD28 and CD38 by CD8+ T lymphocytes in HIV-1 infection correlates with markers of disease severity and changes towards normalization under treatment. The Swiss HIV Cohort Study.,"The relationship between blood CD8+ T lymphocyte subsets, as defined by CD28 and CD38 expression, and plasma viraemia and CD4+ T cells in HIV-1 infection was investigated. In a cross-sectional study of 46 patients with either no or stable anti-retroviral treatment, there was a strong negative correlation between the percentage of CD8+CD28- and the percentage of CD4+ T cells (r = -0.75, P < 0.0001), and a positive correlation between absolute numbers of CD8+CD28+ and CD4+ T cells (r = 0.56, P < 0.0001). In contrast, the expression of CD38 by CD8+ T lymphocytes correlated primarily with plasma viraemia (e.g. the percentage of CD38+ in CD8bright cells, r = 0.76, P < 0.0001). In the 6 months following triple therapy initiation in 32 subjects, there was a close correlation between changes (delta) in CD8+CD28+ or CD8+CD28- and in CD4+ T cells (e.g. delta % CD8+CD28+ versus delta % CD4+, r = 0.37, P = 0.0002; delta % CD8+CD28- versus delta % CD4+, r = -0.66, P < 0.0001). A marked decline of the number of CD8+ T cells expressing CD38 was also observed. These results suggest the existence of a T cell homeostasis mechanism operating in blood with CD4+ and CD8+CD28+ cells on the one hand, and with CD8+CD28- cells on the other. In addition, the percentage of CD38+ cells in CD8+ cells, generally considered an independent prognostic factor, could merely reflect plasma viral load."
Doc No.19,1034,negative/unlabeled,18.19814,Genetic variation in the CCL18-CCL3-CCL4 chemokine gene cluster influences HIV Type 1 transmission and AIDS disease progression.,"CCL3 (MIP-1 alpha), CCL4 (MIP-1 beta), and CCL18 (DC-CK1/PARC/AMAC-1) are potent chemoattractants produced by macrophages, natural killer cells, fibroblasts, mast cells, CD4(+) T cells, and CD8(+) T cells. CCL3 and CCL4 are natural ligands for the primary human immunodeficiency virus type 1 (HIV-1) coreceptor CCR5 and are also known to activate and enhance the cytotoxicity of natural killer cells. Genomic DNAs from >3,000 participants enrolled in five United States-based natural-history cohorts with acquired immunodeficiency syndrome (AIDS) were genotyped for 21 single-nucleotide polymorphisms (SNPs) in a 47-kb interval on chromosome 17q12 containing the genes CCL3, CCL4, and CCL18. All 21 SNPs were polymorphic in African Americans (AAs), whereas 7 of the 21 had minor-allele frequencies <0.01 in European Americans (EAs). Substantial linkage disequilibrium was observed in a 37-kb interval containing 17 SNPs where many pairwise D' values exceeded 0.70 in both racial groups, but particularly in EAs. Four and three haplotype blocks were observed in AAs and EAs, respectively. Blocks were strongly correlated with each other, and common haplotype diversity within blocks was limited. Two significant associations are reported that replicate an earlier study. First, among AA members of the AIDS Link to the Intravenous Experience cohort of injection drug users, frequencies of three correlated SNPs covering 2,231 bp in CCL3 were significantly elevated among highly exposed, persistently HIV-1-uninfected individuals compared with HIV-1-infected seroconvertors (P = .02-.03). Second, seven highly correlated SNPs spanning 36 kb and containing all three genes were significantly associated with more-rapid disease progression among EAs enrolled in the Multicenter AIDS Cohort Study cohort (P = .01-.02). These results reiterate the importance of chemokine gene variation in HIV-1/AIDS pathogenesis and emphasize that localized linkage disequilibrium makes the identification of causal mutations difficult."
Doc No.20,593,positive/labeled,18.187586,Substance use and mental health correlates of nonadherence to antiretroviral medications in a sample of patients with human immunodeficiency virus infection.,"Mental health and substance use problems are common among patients infected with human immunodeficiency virus (HIV) and may impede adherence to antiretroviral regimens. This study investigated associations of antiretroviral medication nonadherence with specific types of psychiatric disorders and drug use, and varying levels of alcohol use."
Doc No.21,1764,positive/labeled,18.093996,"Immune activation, immunosenescence, and osteoprotegerin as markers of endothelial dysfunction in subclinical HIV-associated atherosclerosis.","HIV-infected patients have a significantly greater risk of cardiovascular disease. Several markers including osteoprotegerin have been shown to be involved in the development and progression of atherosclerosis. We investigated the relationship between T-cell phenotype, osteoprotegerin, and atherosclerosis evaluated by carotid intima-media thickness (c-IMT) in 94 HIV+ patients on suppressive antiretroviral therapy with Framingham score <10%. As for the control group, 24 HIV-negative subjects were enrolled. c-IMT was assessed by ultrasound. CD4+/CD8+ T-cell activation (CD38+ HLADR+) and senescence (CD57+ CD28-) were measured by flow cytometry. IL-6 and OPG levels were measured by ELISA kit. c-IMT was higher in HIV+ than in controls. Among HIV+ patients, 44.7% had pathological c-IMT (≥0.9 mm). CD8+ T-cell activation and senescence and OPG plasma levels were higher in HIV+ patients than in controls. Subjects with pathological c-IMT exhibited higher CD8+ immune activation and immunosenescence and OPG levels than subjects with normal c-IMT. Multivariate analysis showed that age, CD8+ CD38+ HLADR+, and CD8+ CD28- CD57+ were independently associated with pathological c-IMT. Several factors have been implicated in the pathogenesis of atherosclerosis in HIV patients. Immune activation and immunosenescence of CD8+ T cell together with OPG plasma levels might be associated with the development and progression of early atherosclerosis, even in the case of viral suppression."
Doc No.22,5080,negative/unlabeled,18.062147,What is new in HIV infection?,"Human immunodeficiency virus (HIV) prevention and treatment updates include screening recommendations, fourth-generation testing, preexposure prophylaxis, and a paradigm shift; treatment is prevention. The U.S. Preventive Services Task Force recommends routine HIV screening in persons 15 to 65 years of age, regardless of risk. Fourth-generation testing is replacing the Western blot and can identify those with acute HIV infection. The U.S. Food and Drug Administration approved the OraQuick In-Home HIV Test; however, there are concerns about reduced sensitivity, possible misinterpretation of results, potential for less effective counseling, and possible cost barriers. Preexposure prophylaxis (effective in select high-risk adult populations) is the combination of safer sex practices and continuous primary care prevention services, plus combination antiretroviral therapy. Concerns for preexposure prophylaxis include the necessity of strict medication adherence, limited use among high-risk populations, and community misconceptions of appropriate use. Evidence supports combination antiretroviral therapy as prevention for acute HIV infection, thus lowering community viral loads. Evidence has increased supporting combination antiretroviral therapy for treatment at any CD4 cell count. Resistance testing should guide therapy in all patients on entry into care. Within two weeks of diagnosis of most opportunistic infections, combination antiretroviral therapy should be started; patients with tuberculosis and cryptococcal meningitis require special considerations."
Doc No.23,9171,positive/labeled,18.007479,Downregulation of CD28 surface antigen on CD4+ and CD8+ T lymphocytes during HIV-1 infection.,"A progressive significant decrease of CD28 surface antigen expression on CD4+ (mean, 90, 86, 79, 68% in stages I, II, III, and IV, respectively, versus 96% in normals), as well as on CD8+ T lymphocytes (mean, 38, 32, 31, and 29% in stages I, II, III, and IV, respectively, versus 47% in normals) was observed during HIV-1 infection. The increase of cytotoxic/suppressor T cells, in both percentage and absolute numbers, that was observed in almost all HIV-1 patients, was associated with an increase of the CD8+ cells lacking the CD28 surface antigen. The loss of CD28 antigen expression was parallel to the increase of CD38, human leukocyte antigen (HLA)-DR, and CD45RO antigen expression on T lymphocytes throughout the disease. Furthermore, a positive significant correlation within the CD4+ but not the CD8+ subset was observed between the percentage of cells lacking the CD28 antigen and the percentage of cells expressing the HLA-DR and CD38 antigens, a finding suggesting that the loss of CD28 antigen expression on CD4+ lymphocytes may be associated with T-lymphocyte activation. Patients treated with zidovudine showed no significant differences in the percentages of either CD4+CD28+ or CD8+CD28+ T-cell subsets when compared to untreated patients. These phenotypic changes may be associated with the functional defects of T lymphocytes in HIV-1 infected individuals."
Doc No.24,4124,negative/unlabeled,17.66123,"Human immunodeficiency virus type 1 replication, immune activation, and circulating cytotoxic T cells against uninfected CD4+ T cells.","Cytotoxic T lymphocytes (CTL) that kill uninfected activated CD4+ T cells can be induced in vitro by stimulating CD8+ T cells with activated autologous CD4+ T cells. Similar CTL have been detected in circulating T cells from human immunodeficiency virus type I (HIV)-infected individuals. To define the in vivo correlates of this CTL activity, we studied plasma beta-2 microglobulin and HIV RNA levels, T-lymphocyte subset counts, and expression of CD28 on CD8+ T cells concurrently with circulating CTL activity against uninfected CD4+ T cells in 75 HIV-infected individuals at different stages of disease progression. Mean values of each parameter were compared in subsets of this group of 75 segregated on the basis of this CTL activity. The group with CTL against uninfected activated CD4+ T lymphocytes had more CD8+ T cells, a higher percentage of CD28 CD8+ T cells, and higher plasma levels of HIV RNA and beta-2 microglobulin. CTL against uninfected activated CD4+ T cells were predominantly CD28 and in HIV-infected individuals were associated with immunological or virological evidence of progressive disease. In HIV infection, circulating CTL activity against uninfected activated CD4+ T lymphocytes is associated with immune activation, CD8+ T cell expansion, accumulation of CD28 CD8+ T cells, and inadequate suppression of HIV replication."
Doc No.25,3733,positive/labeled,17.28081,"Suboptimal antiretroviral therapy adherence among HIV-infected adults in Guangzhou, China.","Despite China's free antiretroviral therapy (ART) program, there are high rates of treatment failure, large sociodemographic disparities in care outcomes and emerging medication resistance. Understanding patient medication adherence behaviors and challenges could inform adherence interventions to maximize the individual and prevention benefits of ART. This study assessed recent nonadherence and treatment interruption among 813 HIV-infected adult outpatients in Guangzhou, China. Participants completed a behavioral survey, underwent chart review, and were tested for syphilis, gonorrhea, and chlamydia. Factors associated with suboptimal adherence were identified using univariate and multivariate logistic regression. Among 721 HIV-infected adults receiving ART, 18.9% reported recent nonadherence (any missed ART in the past four weeks) and 6.8% reported treatment interruption (four or more weeks of missed ART in the past year). Lower education, living alone, alcohol use, and being on ART one to three years were associated with recent nonadherence. Male gender, lower education, and being on ART one to three years were associated with treatment interruption. ART medication adherence interventions are needed in China that include individualized, long-term adherence plans sensitive to patients' educational and economic situations. These interventions should also consider possible gender disparities in treatment outcomes and address the use of alcohol during ART. Successful ART medication adherence interventions in China can inform other international settings that face similar adherence challenges and disparities."
Doc No.26,7202,positive/labeled,17.274216,Integration of motivational interviewing and cognitive behavioral therapy to improve HIV medication adherence and reduce substance use among HIV-positive men and women: results of a pilot project.,"Directly addressing HIV medication adherence and substance use together is ideal in light of the research on the complex connections between these two behaviors. This paper describes the development of a pilot program in which a combined motivational interviewing and cognitive behavioral therapy intervention was used to increase adherence to highly active antiretroviral therapy (HAART) and reduce substance use in HIV-infected adults. The main goals of the pilot study were (1) to confirm the ability to recruit HIV-positive substance users taking HAART; (2) to demonstrate the ability to retain participants over the course of an eight-session intervention; and (3) to examine changes in substance use and HAART adherence from pretreatment to posttreatment. Twelve HIV-positive adults with a substance use disorder participated in an 8-week intervention, which consisted of weekly individual sessions with a trained therapist. Results showed that despite the small sample size, there was a significant reduction in substance use from pretreatment to posttreatment. No statistically significant differences were found for changes in HIV medication adherence, but the trends suggest the potential for positive results with a larger sample. Retention for all eight sessions of the treatment was 73.3%. Eighty percent completed the 3-month follow-up assessment. Participants reported high therapeutic alliance reflecting comfort with their therapists and in the treatment. Overall, the pilot demonstrated feasibility and acceptability of the treatment. Furthermore, results suggest that this may, in fact, be an effective intervention to reduce substance use and improve HIV medication adherence."
