order,Term,Probability
84,cirrhosis,0.0015367344718476808
85,city,0.002668310938614793
86,class,0.0012146054051025172
87,clinic,0.0006708227219740439
88,clinical,0.0023470237200873593
89,clone,0.0005879138884484412
90,closely,0.0003916210832401651
91,codon,0.0007848581720845193
92,cohort,0.0020035523284138153
93,coinfection,0.0030734689436953616
94,cold,0.0011052007895344727
95,colinear,0.0011758277768968825
96,collect,0.0003916210832401651
97,collected,0.0003916210832401651
98,column,0.0009614242347857489
99,combination,0.0018519657692167941
100,commercial,0.0011843377750812018
101,compare,0.0018043628588754396
102,compared,0.0023815236592083532
103,completed,0.0012781452936751138
104,complex,0.0008803055675865249
105,complication,0.002541295456443683
106,comprehensive,0.0030728295930618245
107,concentrated,0.0011052007895344727
108,concentration,0.0009614242347857489
109,concern,0.002284287256555547
110,concluded,0.0008803055675865249
111,condition,0.0017606111351730499
112,condom,0.0011843377750812018
113,conducted,0.002070019658444468
114,connected,0.0003916210832401651
115,consecutively,0.0006073027025512586
116,consequence,0.0006450075958602298
117,consequent,0.0015648593363654724
118,considering,0.001691400605251094
119,consisted,0.0006708227219740439
120,constituted,0.0006450075958602298
121,contact,0.0011843377750812018
122,containing,0.0011758277768968825
123,context,0.0015409408175179186
124,continue,0.0010338294913739097
125,contracting,0.0010338294913739097
126,contrast,0.0006450075958602298
127,contribute,0.0017152429900097325
128,control,0.0021114761207750867
129,correlated,0.0005879138884484412
130,could,0.0005879138884484412
131,count,0.00445055268839898
132,counting,0.0003916210832401651
133,country,0.002645304492029665
134,course,0.0011064487474821158
135,criterion,0.0017947898492281544
136,cryptosporidiosis,0.0011052007895344727
137,cryptosporidium,0.004420803158137891
138,ctl,0.0006450075958602298
139,ctls,0.0019350227875806897
140,current,0.0003916210832401651
141,currently,0.0006708227219740439
142,curve,0.0009614242347857489
143,cytolytic,0.0006450075958602298
144,cytotoxic,0.0006450075958602298
145,data,0.0018097722551678917
146,ddi,0.0038456969391429956
147,december,0.0010338294913739097
148,decrease,0.0015648593363654724
149,deemed,0.0006708227219740439
150,defect,0.0006450075958602298
151,delivery,0.0027653894527299816
152,dementia,0.0005879138884484412
153,demonstrate,0.0003916210832401651
154,demonstrated,0.002613451116822342
155,demonstrating,0.0005879138884484412
156,dental,0.004135317965495639
157,dentist,0.0020676589827478193
158,derived,0.0011758277768968825
159,descriptive,0.0008803055675865249
160,detect,0.0007848581720845193
161,detected,0.0010338294913739097
162,detection,0.0018514268479059425
163,determinant,0.001691400605251094
164,determination,0.0009614242347857489
165,determine,0.0007848581720845193
166,determined,0.0012237307179913956
167,detrimental,0.0003916210832401651
168,develop,0.0006708227219740439
169,developed,0.0009614242347857489
170,development,0.0005879138884484412
171,diagnosed,0.0014360926928383498
172,diagnosis,0.0011052007895344727
173,diarrhoea,0.0011052007895344727
174,diarrhoeal,0.0011052007895344727
175,difference,0.0006450075958602298
176,directly,0.0016080225820324617
177,disease,0.0036162549410172044
178,disoproxyl,0.0009614242347857489
179,disposition,0.0009614242347857489
180,disruptive,0.0003916210832401651
181,distinguishing,0.0017606111351730499
182,district,0.0006708227219740439
183,dna,0.0018832464215253824
184,documented,0.001691400605251094
185,done,0.0011843377750812018
186,downmodulate,0.0006450075958602298
187,drexelmed,0.0005879138884484412
188,drm,0.0006073027025512586
189,drms,0.0006073027025512586
190,drug,0.005423069268573919
191,effect,0.0011748632497204955
192,electrospray,0.0009614242347857489
193,encourage,0.0003916210832401651
194,england,0.0008803055675865249
195,enrolled,0.0006073027025512586
196,env,0.0005879138884484412
197,envelope,0.0005879138884484412
198,epidemic,0.0011843377750812018
199,epidemiologically,0.0018832464215253824
200,epidemiology,0.0015648593363654724
201,equipped,0.0009614242347857489
202,era,0.0005879138884484412
203,error,0.002500509049004423
204,esi,0.0009614242347857489
205,especially,0.0023470237200873593
206,ethiopian,0.0012146054051025172
207,europe,0.0014360926928383498
208,evaluated,0.0022338358694533487
209,even,0.0011234918118544351
210,evolution,0.0018832464215253824
211,evolve,0.0011758277768968825
212,evolved,0.0005879138884484412
213,evolving,0.0008803055675865249
214,exaggerated,0.0006450075958602298
215,examined,0.0009112124761428035
216,exceeding,0.0006073027025512586
217,expansion,0.0006450075958602298
218,experience,0.0008803055675865249
219,explore,0.0008803055675865249
220,explored,0.0018832464215253824
221,expression,0.002217699955697784
222,extraction,0.0009614242347857489
223,faced,0.0008803055675865249
224,facility,0.0006708227219740439
225,factor,0.0034293178136517366
226,faecal,0.0011052007895344727
227,failure,0.0007848581720845193
228,feature,0.002640916702759575
229,fg,0.0008803055675865249
230,fgs,0.0008803055675865249
231,fibrosis,0.001691400605251094
232,finding,0.0014781840257479786
233,fingerprint,0.0018832464215253824
234,first,0.0018165950292864065
235,fitness,0.0005879138884484412
236,five,0.0006708227219740439
237,focus,0.0019531289495535718
238,food,0.0027413475826811562
239,formal,0.0006708227219740439
240,found,0.0029264266635998493
241,four,0.0008803055675865249
242,frameshift,0.0007848581720845193
243,frequency,0.0023063317505971
244,full,0.0008803055675865249
245,fumarate,0.0009614242347857489
246,function,0.0005879138884484412
247,ga,0.0003916210832401651
248,gained,0.0011843377750812018
249,gather,0.0008803055675865249
250,gene,0.002674774015219463
251,general,0.0019498029797125895
252,genetic,0.0024304260748890965
253,genomic,0.0005879138884484412
254,genotype,0.0014360926928383498
255,genotypic,0.0006073027025512586
256,genus,0.0011052007895344727
257,good,0.0006708227219740439
258,group,0.0029170067917535705
259,guatemala,0.0011843377750812018
260,haart,0.0030734689436953616
261,haartin,0.0017947898492281544
262,hbsag,0.002354574516253558
263,hbv,0.0071190968747553846
264,hcv,0.0015367344718476808
265,hdv,0.003129718672730945
266,health,0.003308254192922532
267,hence,0.0006073027025512586
268,hepatitis,0.004130875312014122
269,heterosexual,0.0023686755501624037
270,higher,0.0024973887250501034
271,highly,0.0015367344718476808
272,hilic,0.0009614242347857489
273,hindered,0.0008803055675865249
274,hiv,0.010546067136960609
275,homogenate,0.0009614242347857489
276,host,0.0014882737176993741
277,however,0.0036443915736964496
278,human,0.0031646772850590674
279,hypothesized,0.002074696392284341
280,ide,0.0017152429900097325
281,identified,0.0006708227219740439
282,identify,0.0008803055675865249
283,iii,0.0005879138884484412
284,illness,0.0011052007895344727
285,immigrant,0.0015648593363654724
286,immune,0.001691400605251094
287,immunocompromised,0.0011052007895344727
288,immunodeficiency,0.0035121085025624373
289,immunologic,0.0012900151917204596
290,impact,0.002359864639884126
291,impairment,0.0005879138884484412
292,impede,0.0003916210832401651
293,implementation,0.0017947898492281544
294,imply,0.0003916210832401651
295,importance,0.002696453462962419
296,important,0.0006450075958602298
297,improves,0.0018043628588754396
298,incidence,0.002961597880800512
299,increase,0.0029368756943945963
300,increased,0.003316334111543851
301,increasing,0.0018043628588754396
302,independent,0.001691400605251094
303,individual,0.007192433723464424
304,infected,0.0021783234893587022
305,infection,0.006133722473091384
306,influence,0.0014360926928383498
307,informed,0.0003916210832401651
308,inhibition,0.0017152429900097325
309,inhibitor,0.003109209956442901
310,initiating,0.0017947898492281544
311,injury,0.0015367344718476808
312,insecurity,0.0019581054162008255
313,insertion,0.0007848581720845193
314,instruction,0.0003916210832401651
315,insufficiency,0.0003916210832401651
316,insufficient,0.0003916210832401651
317,insulin,0.001691400605251094
318,integration,0.0036087257177508793
319,intensified,0.0003916210832401651
320,intention,0.0010338294913739097
321,interacting,0.0005879138884484412
322,interaction,0.0019303034980678961
323,interfere,0.0003916210832401651
324,interleukin,0.001691400605251094
325,interquartile,0.0006073027025512586
326,intervention,0.0003916210832401651
327,introduction,0.0015648593363654724
328,investigate,0.0010338294913739097
329,investigated,0.0017947898492281544
330,ionization,0.0009614242347857489
331,ir,0.001691400605251094
332,iran,0.0010338294913739097
333,iranian,0.0010338294913739097
334,isolated,0.0007848581720845193
335,isolates,0.0012237307179913956
336,italy,0.0023470237200873593
337,jail,0.002668310938614793
338,knowledge,0.004574103092373152
339,laboratory,0.0040457368976231645
340,lack,0.0008803055675865249
341,lavage,0.0006450075958602298
342,le,0.0009614242347857489
343,lead,0.0005879138884484412
344,least,0.0003916210832401651
345,level,0.0023955189688168593
346,liguria,0.0015648593363654724
347,likely,0.0007832421664803302
348,limit,0.0006073027025512586
349,limited,0.001757559089245974
350,line,0.0006450075958602298
351,linear,0.0009614242347857489
352,linked,0.0018832464215253824
353,list,0.0006073027025512586
354,liver,0.004188393267260213
355,living,0.0003916210832401651
356,load,0.0006073027025512586
357,long,0.0005879138884484412
358,longitudinal,0.0008610262334198872
359,low,0.0015367344718476808
360,ltc,0.0008803055675865249
361,ltcs,0.0017606111351730499
362,ltr,0.0029395694422422063
363,ltrs,0.0011758277768968825
364,lung,0.0012900151917204596
365,lymphocyte,0.0037222670486461917
366,main,0.0008803055675865249
367,mainly,0.0006708227219740439
368,major,0.0012237307179913956
369,manageable,0.0008803055675865249
370,management,0.0012146054051025172
371,manually,0.0008803055675865249
372,many,0.0010338294913739097
373,marker,0.002811805039928648
374,marseille,0.0014360926928383498
375,mass,0.0009614242347857489
376,may,0.0036430475103166244
377,mechanism,0.0011843377750812018
378,median,0.0006073027025512586
379,medical,0.0008803055675865249
380,medication,0.002349726499440991
381,men,0.0035530133252436058
382,metabolite,0.0009614242347857489
383,method,0.003100010514022884
384,misconception,0.0010338294913739097
385,mode,0.0010338294913739097
386,moderate,0.0003916210832401651
387,modified,0.0011052007895344727
388,modulators,0.001691400605251094
389,molecular,0.0005879138884484412
390,mononuclear,0.0009614242347857489
391,moreover,0.0013157293373547438
392,multiple,0.0005879138884484412
393,mutant,0.0007848581720845193
394,mutation,0.006118653589956978
395,mycobacterium,0.0018832464215253824
396,natal,0.0006708227219740439
397,native,0.0005879138884484412
398,naturally,0.0006073027025512586
399,naïve,0.0006073027025512586
400,necessary,0.0006708227219740439
401,negative,0.002371839962153155
402,nested,0.0007848581720845193
403,neurologic,0.0005879138884484412
404,neurological,0.0017637416653453236
405,new,0.004000888588224811
406,next,0.0003916210832401651
407,nigerian,0.0017947898492281544
408,nnrti,0.0012146054051025172
409,nonfunctional,0.0007848581720845193
410,nongenetic,0.0007848581720845193
411,normal,0.0032250379793011493
412,north,0.0008803055675865249
413,northern,0.0015648593363654724
414,nrti,0.0017152429900097325
415,nucleos,0.0017152429900097325
416,nucleoside,0.0006073027025512586
417,nucleotide,0.0012066876536190759
418,number,0.0006450075958602298
419,observed,0.0010338294913739097
420,occult,0.0026421521521098677
421,occurring,0.0006073027025512586
422,october,0.0010338294913739097
423,office,0.0010338294913739097
424,oh,0.001691400605251094
425,one,0.0006073027025512586
426,onset,0.0011758277768968825
427,orally,0.0009614242347857489
428,order,0.0011234918118544351
429,organization,0.0006073027025512586
430,outcome,0.0039315487292199474
431,paper,0.0018043628588754396
432,parasitosis,0.0011052007895344727
433,part,0.0006073027025512586
434,participant,0.0011748632497204955
435,participated,0.001363465508953715
436,particularly,0.0018846414941189073
437,patient,0.013254649533105001
438,pattern,0.003766492843050765
439,pcr,0.0015697163441690386
440,people,0.0044479189898952365
441,percentage,0.0006450075958602298
442,perception,0.0010338294913739097
443,perform,0.0030644147710520648
444,performed,0.0011052007895344727
445,peripheral,0.0011758277768968825
446,persisted,0.0003916210832401651
447,perspective,0.0003916210832401651
448,pharmacokinetics,0.0009614242347857489
449,phase,0.0009614242347857489
450,phc,0.0006708227219740439
451,phone,0.0007832421664803302
452,phospholipase,0.001691400605251094
453,pill,0.0007832421664803302
454,plan,0.002668310938614793
455,play,0.0007848581720845193
456,plwh,0.0011748632497204955
457,policy,0.0008803055675865249
458,polymerase,0.0007848581720845193
459,polymorphism,0.002101227356273674
460,population,0.0028559041332084315
461,portal,0.001691400605251094
462,position,0.0017234729605013347
463,possible,0.0003916210832401651
464,postnatal,0.0013416454439480877
465,potential,0.0009112124761428035
466,poverty,0.0003916210832401651
467,pr,0.0012146054051025172
468,practice,0.0006708227219740439
469,practicing,0.0006708227219740439
470,precision,0.0009614242347857489
471,predict,0.0005879138884484412
472,predicting,0.0005879138884484412
473,prediction,0.0005879138884484412
474,preexisting,0.0006450075958602298
475,pregnancy,0.0006708227219740439
476,premature,0.0007848581720845193
477,prenatal,0.0006708227219740439
478,prepared,0.0009614242347857489
479,presence,0.0014652343009111046
480,presenting,0.0008803055675865249
481,pressure,0.0020035523284138153
482,prevalence,0.004045424999977747
483,previous,0.0006073027025512586
484,primary,0.0016573201831090137
485,prior,0.001050613678136837
486,prisoner,0.0011843377750812018
487,problem,0.0007832421664803302
488,progression,0.0028375801443958856
489,proliferative,0.0006450075958602298
490,proper,0.0006073027025512586
491,proportion,0.0006073027025512586
492,protease,0.0012146054051025172
493,protein,0.001691400605251094
494,protozoan,0.0011052007895344727
495,province,0.0006708227219740439
496,qualitative,0.0008803055675865249
497,question,0.0006708227219740439
498,questionnaire,0.0013416454439480877
499,radical,0.0008803055675865249
500,range,0.0013789349897238691
501,rate,0.0014360926928383498
502,reaction,0.0007848581720845193
503,reasonable,0.0006073027025512586
504,received,0.0009339043671374854
505,recent,0.0015648593363654724
506,receptor,0.0006450075958602298
507,reciprocal,0.0014360926928383498
508,recognition,0.0008803055675865249
509,recorded,0.0008803055675865249
510,regarding,0.0007848581720845193
511,region,0.003362885975591791
512,regulates,0.0005879138884484412
513,regulating,0.0006450075958602298
514,related,0.0016307144730271436
515,relation,0.0006708227219740439
516,relative,0.0013618919253515496
517,released,0.002668310938614793
518,relevance,0.0017947898492281544
519,reliable,0.0009614242347857489
520,remain,0.0014360926928383498
521,remains,0.0031583442338592367
522,repeat,0.0005879138884484412
523,replacement,0.0007848581720845193
524,reported,0.0007848581720845193
525,represents,0.0014360926928383498
526,required,0.0017947898492281544
527,research,0.0003916210832401651
528,researcher,0.0006708227219740439
529,resident,0.0010338294913739097
530,resistance,0.0030882521352952916
531,resource,0.0012146054051025172
532,respectively,0.0006073027025512586
533,respondent,0.0010338294913739097
534,response,0.0027084267888901636
535,responsible,0.0007848581720845193
536,restoration,0.0015367344718476808
537,result,0.0026810187704815343
538,resulted,0.0012066876536190759
539,retrospective,0.0015648593363654724
540,reveal,0.0006708227219740439
541,reverse,0.003109209956442901
542,risk,0.0020973882832790226
543,rna,0.0006073027025512586
544,role,0.0007848581720845193
545,routine,0.0012237307179913956
546,rt,0.0012146054051025172
547,rural,0.0006708227219740439
548,sample,0.0019498200950045436
549,sampling,0.0005879138884484412
550,sector,0.0006708227219740439
551,sedimentation,0.0011052007895344727
552,seems,0.001505316782071694
553,selected,0.0006708227219740439
554,selective,0.0005879138884484412
555,separated,0.0009614242347857489
556,sequence,0.0011758277768968825
557,sequenced,0.0006073027025512586
558,sequencing,0.0007848581720845193
559,serious,0.0011052007895344727
560,serum,0.001691400605251094
561,service,0.002494814518815571
562,seven,0.0014360926928383498
563,severity,0.0005879138884484412
564,sex,0.0023686755501624037
565,sexual,0.0011843377750812018
566,shiraz,0.0010338294913739097
567,show,0.0011052007895344727
568,significant,0.0006450075958602298
569,significantly,0.0019177846724695038
570,silico,0.0005879138884484412
571,simultaneous,0.0009614242347857489
572,single,0.0017234729605013347
573,site,0.001775341734684557
574,snp,0.0029395694422422063
575,social,0.0008803055675865249
576,solid,0.0009614242347857489
577,sought,0.002668310938614793
578,source,0.0009614242347857489
579,south,0.0011052007895344727
580,sp,0.0005879138884484412
581,specialist,0.0017606111351730499
582,specific,0.0013618919253515496
583,specificity,0.0014360926928383498
584,spectrometry,0.0009614242347857489
585,spectrum,0.0005879138884484412
586,staff,0.0008803055675865249
587,stained,0.0011052007895344727
588,stand,0.0008803055675865249
589,status,0.001691400605251094
590,stigma,0.0008803055675865249
591,still,0.0006708227219740439
592,stool,0.0011052007895344727
593,stop,0.0007848581720845193
594,strain,0.0018832464215253824
595,structure,0.0005879138884484412
596,studied,0.0014360926928383498
597,study,0.006061501629764168
598,subject,0.0012900151917204596
599,subset,0.0006450075958602298
600,substitution,0.0007848581720845193
601,successfully,0.0009614242347857489
602,suggest,0.0005879138884484412
603,suggested,0.0013994730619674423
604,supervision,0.0006708227219740439
605,support,0.0014347700590691477
606,surface,0.0032036501394208015
607,surrogate,0.0017947898492281544
608,survey,0.003413303823308806
609,swarm,0.0011758277768968825
610,symptom,0.0006708227219740439
611,syndrome,0.0010338294913739097
612,synergism,0.0003916210832401651
613,synergistic,0.0003916210832401651
614,take,0.0003916210832401651
615,tat,0.0017637416653453236
616,tb,0.0036087257177508793
617,tbas,0.004024936331844263
618,tdf,0.0009614242347857489
619,technique,0.0011052007895344727
620,telomerase,0.0017152429900097325
621,ten,0.0014360926928383498
622,tenofovir,0.0009614242347857489
623,termed,0.0008803055675865249
624,terminal,0.0005879138884484412
625,test,0.002267550096257325
626,testing,0.0006073027025512586
627,thematically,0.0008803055675865249
628,theme,0.0008803055675865249
629,therapy,0.00400297117839531
630,thoroughly,0.001691400605251094
631,three,0.0008780692977922068
632,threshold,0.0006073027025512586
633,thus,0.0006073027025512586
634,time,0.0009614242347857489
635,tool,0.0006708227219740439
636,total,0.0006708227219740439
637,traditional,0.0006708227219740439
638,training,0.0013416454439480877
639,transcribed,0.0008803055675865249
640,transcriptase,0.003109209956442901
641,transcriptional,0.0005879138884484412
642,transitional,0.002668310938614793
643,transmission,0.00417025044336692
644,treated,0.0010338294913739097
645,treatment,0.0028851606370797625
646,tuberculosis,0.0018832464215253824
647,two,0.002723716601043856
648,unclear,0.0015367344718476808
649,undergoing,0.0010338294913739097
650,unique,0.0017606111351730499
651,unscheduled,0.0003916210832401651
652,use,0.003450737518190685
653,used,0.0019928946034564188
654,useful,0.0005879138884484412
655,user,0.0003916210832401651
656,using,0.001050613678136837
657,utilization,0.0006708227219740439
658,utilized,0.0006708227219740439
659,utilizing,0.0005879138884484412
660,vaccination,0.0015648593363654724
661,validated,0.0019228484695714978
662,variant,0.0020035523284138153
663,variety,0.0007848581720845193
664,vary,0.0018832464215253824
665,via,0.0017152429900097325
666,view,0.0008803055675865249
667,viral,0.0015673989850190958
668,virus,0.003947270390973249
669,volunteer,0.0012900151917204596
670,week,0.0007832421664803302
671,well,0.0006073027025512586
672,west,0.0008803055675865249
673,western,0.0006708227219740439
674,whether,0.0015367344718476808
675,within,0.002500509049004423
676,woman,0.0011843377750812018
677,worked,0.0008803055675865249
678,worker,0.0011843377750812018
679,world,0.001505316782071694
680,worldwide,0.0012146054051025172
681,would,0.0006450075958602298
682,year,0.0015648593363654724
683,yet,0.0003916210832401651
684,york,0.002668310938614793
685,zululand,0.0006708227219740439
